id_venda,data,loja,cidade,categoria,produto,preco_unitario,quantidade,desconto_tipo,metodo_pagamento,receita_total,custo_total,margem
1735,2025-01-10,Loja Norte,São Paulo,Bebidas,Suco 1L,7.9,3,Nenhuma,Pix,23.7,9.0,14.7
1736,2025-01-10,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Leve 3 Pague 2,Crédito,39.8,12.0,27.8
1737,2025-01-10,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Dinheiro,5.8,1.0,4.8
1738,2025-01-10,Loja Sul,Rio de Janeiro,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Pix,17.8,6.4,11.4
1739,2025-01-10,Loja Oeste,Curitiba,Bebidas,Suco 1L,7.9,1,Nenhuma,Crédito,7.9,3.0,4.9
1740,2025-01-10,Loja Oeste,Curitiba,Mercearia,Macarrão 500g,4.23,4,10%OFF,Dinheiro,16.92,4.8,12.12
1741,2025-01-10,Loja Oeste,Curitiba,Higiene e Limpeza,Sabonete 90g,2.75,2,Compre Junto,Pix,5.5,1.0,4.5
1742,2025-01-10,Loja Norte,São Paulo,Mercearia,Óleo de Soja 900ml,8.91,2,10%OFF,Crédito,17.82,8.0,9.82
1743,2025-01-10,Loja Leste,Belo Horizonte,Bebidas,Suco 1L,7.9,1,Nenhuma,Débito,7.9,3.0,4.9
1744,2025-01-10,Loja Norte,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,4,Nenhuma,Crédito,39.6,16.0,23.6
1745,2025-01-10,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Dinheiro,19.9,8.5,11.4
1746,2025-01-10,Loja Centro,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Dinheiro,19.9,6.0,13.9
1747,2025-01-10,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,2,Nenhuma,Débito,39.8,17.0,22.8
1748,2025-01-10,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Dinheiro,5.9,2.2,3.7
1749,2025-01-10,Loja Norte,São Paulo,Bebidas,Refrigerante Lata 350ml,4.5,4,Nenhuma,Pix,18.0,8.0,10.0
1750,2025-01-10,Loja Oeste,Curitiba,Bebidas,Refrigerante Lata 350ml,4.5,3,Nenhuma,Dinheiro,13.5,6.0,7.5
1751,2025-01-10,Loja Leste,Belo Horizonte,Higiene e Limpeza,Sabonete 90g,2.75,1,Compre Junto,Dinheiro,2.75,0.5,2.25
1752,2025-01-10,Loja Leste,Belo Horizonte,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Pix,3.2,0.8,2.4
1753,2025-01-10,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.9,2,Nenhuma,Débito,7.8,1.8,6.0
1754,2025-01-10,Loja Leste,Belo Horizonte,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Débito,4.8,1.9,2.9
1755,2025-01-10,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Dinheiro,3.9,0.9,3.0
1756,2025-01-10,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Dinheiro,2.9,0.5,2.4
1757,2025-01-10,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Dinheiro,19.9,8.5,11.4
1758,2025-01-10,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Débito,6.5,2.0,4.5
1759,2025-01-10,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.01,2,10%OFF,Débito,16.02,6.4,9.62
1760,2025-01-10,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Pix,59.7,25.5,34.2
1761,2025-01-10,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,3,Nenhuma,Crédito,8.7,1.5,7.2
1762,2025-01-10,Loja Leste,Belo Horizonte,Bebidas,Água Mineral 500ml,2.25,1,10%OFF,Pix,2.25,0.6,1.65
1763,2025-01-10,Loja Centro,São Paulo,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Dinheiro,6.5,2.0,4.5
1764,2025-01-10,Loja Sul,Rio de Janeiro,Bebidas,Cerveja Lata 350ml,4.32,1,10%OFF,Débito,4.32,1.9,2.42
1765,2025-01-10,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,5,Nenhuma,Dinheiro,99.5,30.0,69.5
1766,2025-01-10,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,3,Nenhuma,Dinheiro,16.5,3.9,12.6
1767,2025-01-10,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.31,2,10%OFF,Pix,10.62,4.4,6.22
1768,2025-01-10,Loja Oeste,Curitiba,Higiene e Limpeza,Desinfetante 2L,8.9,3,Nenhuma,Débito,26.7,7.5,19.2
1769,2025-01-10,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Dinheiro,19.9,8.5,11.4
1770,2025-01-10,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,4.33,3,Leve 3 Pague 2,Dinheiro,12.99,6.0,6.99
1771,2025-01-10,Loja Oeste,Curitiba,Higiene e Limpeza,Desinfetante 2L,8.9,1,Nenhuma,Crédito,8.9,2.5,6.4
1772,2025-01-10,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Leve 3 Pague 2,Crédito,3.2,0.8,2.4
1773,2025-01-10,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Pix,19.9,8.5,11.4
1774,2025-01-10,Loja Oeste,Curitiba,Bebidas,Refrigerante Lata 350ml,4.5,3,Nenhuma,Crédito,13.5,6.0,7.5
1775,2025-01-10,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.01,1,10%OFF,Pix,8.01,3.2,4.81
1776,2025-01-10,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Débito,11.8,4.4,7.4
1777,2025-01-10,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Dinheiro,19.9,6.0,13.9
1778,2025-01-10,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,6.5,2,Nenhuma,Débito,13.0,4.0,9.0
1779,2025-01-10,Loja Oeste,Curitiba,Higiene e Limpeza,Desinfetante 2L,8.9,2,Nenhuma,Pix,17.8,5.0,12.8
1780,2025-01-10,Loja Oeste,Curitiba,Higiene e Limpeza,Sabonete 90g,2.9,4,Nenhuma,Débito,11.6,2.0,9.6
1781,2025-01-10,Loja Centro,São Paulo,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Dinheiro,6.5,2.0,4.5
1782,2025-01-10,Loja Centro,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Crédito,2.5,0.6,1.9
1783,2025-01-10,Loja Leste,Belo Horizonte,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Dinheiro,6.5,2.0,4.5
1784,2025-01-10,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Pix,11.8,4.4,7.4
1785,2025-01-10,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Pix,11.8,4.4,7.4
1786,2025-01-10,Loja Norte,São Paulo,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Dinheiro,22.9,8.0,14.9
1787,2025-01-10,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.61,1,10%OFF,Débito,2.61,0.5,2.11
1788,2025-01-10,Loja Norte,São Paulo,Mercearia,Arroz 5kg,22.9,2,Nenhuma,Dinheiro,45.8,16.0,29.8
1789,2025-01-10,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Crédito,7.9,2.8,5.1
1790,2025-01-11,Loja Centro,São Paulo,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Crédito,4.7,1.2,3.5
1791,2025-01-11,Loja Norte,São Paulo,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Pix,2.5,0.6,1.9
1792,2025-01-11,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,1,Leve 3 Pague 2,Dinheiro,6.5,2.0,4.5
1793,2025-01-11,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Pix,5.9,2.2,3.7
1794,2025-01-11,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,17.91,3,10%OFF,Crédito,53.73,25.5,28.23
1795,2025-01-11,Loja Norte,São Paulo,Hortifruti,Batata kg,5.22,1,Compre Junto,Débito,5.22,1.3,3.92
1796,2025-01-11,Loja Leste,Belo Horizonte,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Dinheiro,2.5,0.6,1.9
1797,2025-01-11,Loja Sul,Rio de Janeiro,Frios e Laticínios,Iogurte 170g,3.2,2,Leve 3 Pague 2,Crédito,6.4,1.6,4.8
1798,2025-01-11,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,5.85,1,10%OFF,Débito,5.85,2.0,3.85
1799,2025-01-11,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Dinheiro,3.2,0.8,2.4
1800,2025-01-11,Loja Oeste,Curitiba,Bebidas,Cerveja Lata 350ml,4.8,3,Nenhuma,Crédito,14.4,5.7,8.7
1801,2025-01-11,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Débito,7.9,2.8,5.1
1802,2025-01-11,Loja Leste,Belo Horizonte,Bebidas,Suco 1L,7.5,4,Compre Junto,Crédito,30.0,12.0,18.0
1803,2025-01-11,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.9,2,Leve 3 Pague 2,Débito,17.8,6.4,11.4
1804,2025-01-11,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,15.92,5,Leve 3 Pague 2,Dinheiro,79.6,42.5,37.1
1805,2025-01-11,Loja Leste,Belo Horizonte,Frios e Laticínios,Leite 1L,5.9,2,Nenhuma,Débito,11.8,4.4,7.4
1806,2025-01-11,Loja Sul,Rio de Janeiro,Bebidas,Cerveja Lata 350ml,4.8,2,Nenhuma,Pix,9.6,3.8,5.8
1807,2025-01-11,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Pix,39.8,12.0,27.8
1808,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Dinheiro,19.9,6.0,13.9
1809,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,1,Leve 3 Pague 2,Pix,2.9,0.5,2.4
1810,2025-01-11,Loja Norte,São Paulo,Bebidas,Suco 1L,7.9,3,Nenhuma,Crédito,23.7,9.0,14.7
1811,2025-01-11,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Débito,15.8,5.6,10.2
1812,2025-01-11,Loja Oeste,Curitiba,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Crédito,4.7,1.2,3.5
1813,2025-01-11,Loja Oeste,Curitiba,Bebidas,Refrigerante Lata 350ml,4.5,3,Nenhuma,Crédito,13.5,6.0,7.5
1814,2025-01-11,Loja Norte,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,1,Nenhuma,Pix,4.8,1.9,2.9
1815,2025-01-11,Loja Leste,Belo Horizonte,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Crédito,2.9,0.5,2.4
1816,2025-01-11,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,2.88,1,10%OFF,Crédito,2.88,0.8,2.08
1817,2025-01-11,Loja Leste,Belo Horizonte,Bebidas,Suco 1L,7.11,2,10%OFF,Pix,14.22,6.0,8.22
1818,2025-01-11,Loja Sul,Rio de Janeiro,Bebidas,Suco 1L,7.9,2,Leve 3 Pague 2,Dinheiro,15.8,6.0,9.8
1819,2025-01-11,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Leve 3 Pague 2,Pix,3.2,0.8,2.4
1820,2025-01-11,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Débito,6.4,1.6,4.8
1821,2025-01-11,Loja Oeste,Curitiba,Higiene e Limpeza,Desinfetante 2L,8.9,2,Leve 3 Pague 2,Dinheiro,17.8,5.0,12.8
1822,2025-01-11,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,1,Nenhuma,Pix,4.2,1.5,2.7
1823,2025-01-11,Loja Oeste,Curitiba,Mercearia,Feijão 1kg,8.9,2,Nenhuma,Dinheiro,17.8,6.4,11.4
1824,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,3,Nenhuma,Pix,8.7,1.5,7.2
1825,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Dinheiro,39.8,12.0,27.8
1826,2025-01-11,Loja Sul,Rio de Janeiro,Hortifruti,Batata kg,5.5,4,Nenhuma,Crédito,22.0,5.2,16.8
1827,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Detergente 500ml,3.7,2,Compre Junto,Dinheiro,7.4,1.8,5.6
1828,2025-01-11,Loja Centro,São Paulo,Mercearia,Feijão 1kg,8.9,1,Nenhuma,Dinheiro,8.9,3.2,5.7
1829,2025-01-11,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Débito,19.9,6.0,13.9
1830,2025-01-11,Loja Norte,São Paulo,Mercearia,Macarrão 500g,4.7,3,Nenhuma,Dinheiro,14.1,3.6,10.5
1831,2025-01-11,Loja Sul,Rio de Janeiro,Bebidas,Cerveja Lata 350ml,4.8,2,Nenhuma,Crédito,9.6,3.8,5.8
1832,2025-01-11,Loja Sul,Rio de Janeiro,Hortifruti,Maçã Gala kg,7.11,1,10%OFF,Crédito,7.11,2.8,4.31
1833,2025-01-11,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,22.9,2,Nenhuma,Crédito,45.8,16.0,29.8
1834,2025-01-11,Loja Centro,São Paulo,Mercearia,Macarrão 500g,4.7,3,Nenhuma,Crédito,14.1,3.6,10.5
1835,2025-01-11,Loja Norte,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,2,Nenhuma,Crédito,7.8,1.8,6.0
1836,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Dinheiro,3.9,0.9,3.0
1837,2025-01-11,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.9,1,Leve 3 Pague 2,Pix,5.9,2.2,3.7
1838,2025-01-11,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Pix,3.9,0.9,3.0
1839,2025-01-11,Loja Norte,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Crédito,19.9,8.5,11.4
1840,2025-01-11,Loja Oeste,Curitiba,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Débito,6.5,2.0,4.5
1841,2025-01-11,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Débito,7.9,2.8,5.1
1842,2025-01-11,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Pix,19.9,6.0,13.9
1843,2025-01-11,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Dinheiro,3.9,0.9,3.0
1844,2025-01-11,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Dinheiro,19.9,8.5,11.4
1845,2025-01-11,Loja Norte,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,2,Nenhuma,Débito,19.8,8.0,11.8
1846,2025-01-11,Loja Norte,São Paulo,Mercearia,Feijão 1kg,8.01,3,10%OFF,Crédito,24.03,9.6,14.43
1847,2025-01-11,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,2.88,4,10%OFF,Dinheiro,11.52,3.2,8.32
1848,2025-01-11,Loja Centro,São Paulo,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Dinheiro,22.9,8.0,14.9
1849,2025-01-11,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Dinheiro,19.9,6.0,13.9
1850,2025-01-11,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,2,Nenhuma,Pix,15.8,5.6,10.2
1851,2025-01-11,Loja Oeste,Curitiba,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Débito,3.9,0.9,3.0
1852,2025-01-11,Loja Oeste,Curitiba,Mercearia,Arroz 5kg,20.61,1,10%OFF,Crédito,20.61,8.0,12.61
1853,2025-01-12,Loja Sul,Rio de Janeiro,Mercearia,Arroz 5kg,20.61,1,10%OFF,Pix,20.61,8.0,12.61
1854,2025-01-12,Loja Norte,São Paulo,Hortifruti,Banana Nanica kg,4.2,4,Nenhuma,Crédito,16.8,6.0,10.8
1855,2025-01-12,Loja Norte,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,4,Nenhuma,Crédito,12.8,3.2,9.6
1856,2025-01-12,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Nenhuma,Débito,3.2,0.8,2.4
1857,2025-01-12,Loja Centro,São Paulo,Mercearia,Macarrão 500g,4.7,1,Nenhuma,Dinheiro,4.7,1.2,3.5
1858,2025-01-12,Loja Centro,São Paulo,Mercearia,Óleo de Soja 900ml,8.91,3,10%OFF,Crédito,26.73,12.0,14.73
1859,2025-01-12,Loja Oeste,Curitiba,Mercearia,Feijão 1kg,8.01,1,10%OFF,Débito,8.01,3.2,4.81
1860,2025-01-12,Loja Centro,São Paulo,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Pix,7.9,2.8,5.1
1861,2025-01-12,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Débito,2.9,0.5,2.4
1862,2025-01-12,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,3,Nenhuma,Débito,59.7,18.0,41.7
1863,2025-01-12,Loja Leste,Belo Horizonte,Frios e Laticínios,Iogurte 170g,2.88,4,10%OFF,Dinheiro,11.52,3.2,8.32
1864,2025-01-12,Loja Centro,São Paulo,Higiene e Limpeza,Detergente 500ml,3.51,1,10%OFF,Débito,3.51,0.9,2.61
1865,2025-01-12,Loja Centro,São Paulo,Mercearia,Óleo de Soja 900ml,9.9,4,Nenhuma,Dinheiro,39.6,16.0,23.6
1866,2025-01-12,Loja Norte,São Paulo,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Dinheiro,5.9,2.2,3.7
1867,2025-01-12,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,2,Nenhuma,Crédito,39.8,12.0,27.8
1868,2025-01-12,Loja Sul,Rio de Janeiro,Bebidas,Cerveja Lata 350ml,4.32,1,10%OFF,Pix,4.32,1.9,2.42
1869,2025-01-12,Loja Sul,Rio de Janeiro,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Débito,19.9,8.5,11.4
1870,2025-01-12,Loja Norte,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,3,Nenhuma,Dinheiro,14.4,5.7,8.7
1871,2025-01-12,Loja Leste,Belo Horizonte,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Débito,6.4,1.6,4.8
1872,2025-01-12,Loja Centro,São Paulo,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Dinheiro,59.7,25.5,34.2
1873,2025-01-12,Loja Leste,Belo Horizonte,Frios e Laticínios,Queijo Mussarela 500g,19.9,1,Nenhuma,Pix,19.9,8.5,11.4
1874,2025-01-12,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Crédito,8.4,3.0,5.4
1875,2025-01-12,Loja Norte,São Paulo,Higiene e Limpeza,Desinfetante 2L,8.9,5,Nenhuma,Pix,44.5,12.5,32.0
1876,2025-01-12,Loja Oeste,Curitiba,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Dinheiro,2.5,0.6,1.9
1877,2025-01-12,Loja Sul,Rio de Janeiro,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Crédito,7.9,2.8,5.1
1878,2025-01-12,Loja Oeste,Curitiba,Frios e Laticínios,Queijo Mussarela 500g,19.9,3,Nenhuma,Crédito,59.7,25.5,34.2
1879,2025-01-12,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Crédito,19.9,6.0,13.9
1880,2025-01-12,Loja Norte,São Paulo,Hortifruti,Maçã Gala kg,7.9,3,Nenhuma,Dinheiro,23.7,8.4,15.3
1881,2025-01-12,Loja Norte,São Paulo,Bebidas,Refrigerante Lata 350ml,4.5,1,Nenhuma,Dinheiro,4.5,2.0,2.5
1882,2025-01-12,Loja Centro,São Paulo,Higiene e Limpeza,Desinfetante 2L,8.46,2,Compre Junto,Débito,16.92,5.0,11.92
1883,2025-01-12,Loja Leste,Belo Horizonte,Higiene e Limpeza,Desinfetante 2L,8.9,1,Nenhuma,Dinheiro,8.9,2.5,6.4
1884,2025-01-12,Loja Oeste,Curitiba,Frios e Laticínios,Leite 1L,5.9,3,Nenhuma,Crédito,17.7,6.6,11.1
1885,2025-01-12,Loja Leste,Belo Horizonte,Mercearia,Macarrão 500g,4.46,2,Compre Junto,Dinheiro,8.92,2.4,6.52
1886,2025-01-12,Loja Norte,São Paulo,Bebidas,Água Mineral 500ml,2.5,4,Nenhuma,Dinheiro,10.0,2.4,7.6
1887,2025-01-12,Loja Centro,São Paulo,Hortifruti,Batata kg,5.5,3,Nenhuma,Crédito,16.5,3.9,12.6
1888,2025-01-12,Loja Oeste,Curitiba,Hortifruti,Maçã Gala kg,7.9,1,Nenhuma,Pix,7.9,2.8,5.1
1889,2025-01-12,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Dinheiro,8.4,3.0,5.4
1890,2025-01-12,Loja Oeste,Curitiba,Higiene e Limpeza,Papel Higiênico 12 rolos,19.9,1,Nenhuma,Dinheiro,19.9,6.0,13.9
1891,2025-01-12,Loja Centro,São Paulo,Frios e Laticínios,Leite 1L,5.31,2,10%OFF,Dinheiro,10.62,4.4,6.22
1892,2025-01-12,Loja Sul,Rio de Janeiro,Bebidas,Refrigerante Lata 350ml,4.27,1,Compre Junto,Débito,4.27,2.0,2.27
1893,2025-01-12,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Papel Higiênico 12 rolos,14.92,4,Leve 3 Pague 2,Dinheiro,59.68,24.0,35.68
1894,2025-01-12,Loja Centro,São Paulo,Bebidas,Suco 1L,7.11,1,10%OFF,Crédito,7.11,3.0,4.11
1895,2025-01-12,Loja Leste,Belo Horizonte,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Dinheiro,3.9,0.9,3.0
1896,2025-01-12,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Desinfetante 2L,8.9,2,Nenhuma,Crédito,17.8,5.0,12.8
1897,2025-01-12,Loja Centro,São Paulo,Higiene e Limpeza,Detergente 500ml,3.9,1,Nenhuma,Dinheiro,3.9,0.9,3.0
1898,2025-01-12,Loja Leste,Belo Horizonte,Higiene e Limpeza,Sabonete 90g,2.9,1,Nenhuma,Dinheiro,2.9,0.5,2.4
1899,2025-01-12,Loja Norte,São Paulo,Higiene e Limpeza,Desinfetante 2L,8.9,2,Nenhuma,Pix,17.8,5.0,12.8
1900,2025-01-12,Loja Norte,São Paulo,Higiene e Limpeza,Papel Higiênico 12 rolos,18.9,2,Compre Junto,Crédito,37.8,12.0,25.8
1901,2025-01-12,Loja Centro,São Paulo,Bebidas,Cerveja Lata 350ml,4.8,2,Nenhuma,Débito,9.6,3.8,5.8
1902,2025-01-12,Loja Oeste,Curitiba,Hortifruti,Batata kg,5.5,1,Nenhuma,Débito,5.5,1.3,4.2
1903,2025-01-12,Loja Centro,São Paulo,Frios e Laticínios,Iogurte 170g,3.2,1,Leve 3 Pague 2,Dinheiro,3.2,0.8,2.4
1904,2025-01-12,Loja Sul,Rio de Janeiro,Higiene e Limpeza,Sabonete 90g,2.9,3,Nenhuma,Dinheiro,8.7,1.5,7.2
1905,2025-01-12,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,3,Nenhuma,Dinheiro,12.6,4.5,8.1
1906,2025-01-12,Loja Leste,Belo Horizonte,Hortifruti,Banana Nanica kg,4.2,2,Nenhuma,Pix,8.4,3.0,5.4
1907,2025-01-12,Loja Oeste,Curitiba,Mercearia,Óleo de Soja 900ml,9.9,3,Nenhuma,Crédito,29.7,12.0,17.7
1908,2025-01-12,Loja Oeste,Curitiba,Mercearia,Macarrão 500g,4.7,2,Nenhuma,Dinheiro,9.4,2.4,7.0
1909,2025-01-12,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,2.5,1,Nenhuma,Pix,2.5,0.6,1.9
1910,2025-01-12,Loja Oeste,Curitiba,Frios e Laticínios,Iogurte 170g,3.2,2,Nenhuma,Crédito,6.4,1.6,4.8
1911,2025-01-12,Loja Sul,Rio de Janeiro,Mercearia,Arroz 5kg,22.9,1,Nenhuma,Débito,22.9,8.0,14.9
1912,2025-01-12,Loja Sul,Rio de Janeiro,Hortifruti,Tomate Italiano kg,6.5,1,Nenhuma,Crédito,6.5,2.0,4.5
1913,2025-01-12,Loja Sul,Rio de Janeiro,Bebidas,Água Mineral 500ml,2.5,4,Nenhuma,Crédito,10.0,2.4,7.6
1914,2025-01-12,Loja Leste,Belo Horizonte,Higiene e Limpeza,Papel Higiênico 12 rolos,17.91,1,10%OFF,Dinheiro,17.91,6.0,11.91
1915,2025-01-12,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.31,3,10%OFF,Débito,15.93,6.6,9.33
1916,2025-01-12,Loja Norte,São Paulo,Bebidas,Cerveja Lata 350ml,4.32,1,10%OFF,Crédito,4.32,1.9,2.42
1917,2025-01-12,Loja Centro,São Paulo,Mercearia,Arroz 5kg,22.9,2,Nenhuma,Crédito,45.8,16.0,29.8
1918,2025-01-12,Loja Sul,Rio de Janeiro,Hortifruti,Banana Nanica kg,4.2,1,Leve 3 Pague 2,Dinheiro,4.2,1.5,2.7
1919,2025-01-12,Loja Centro,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Débito,5.8,1.0,4.8
1920,2025-01-12,Loja Norte,São Paulo,Mercearia,Macarrão 500g,4.7,2,Leve 3 Pague 2,Crédito,9.4,2.4,7.0
1921,2025-01-12,Loja Sul,Rio de Janeiro,Frios e Laticínios,Leite 1L,5.9,1,Nenhuma,Crédito,5.9,2.2,3.7
1922,2025-01-12,Loja Norte,São Paulo,Higiene e Limpeza,Sabonete 90g,2.9,2,Nenhuma,Dinheiro,5.8,1.0,4.8
